Area_profesional;Puesto;Sector;Tipo_rango;Zona;Valor;Dolar_Promedio_Mes
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Max;NEA;$2.214.205;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Min;NEA;$1.506.191;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Max;NEA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Min;NEA;$1.581.501;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Max;NEA;$2.312.270;1284
tecnología.;Soporte Técnico / Help desk;IT;Min;NEA;$1.506.191;1284
tecnología.;Soporte Técnico / Help desk;IT;Max;NEA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Min;NEA;$1.591.386;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Max;NEA;$2.214.205;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Min;NEA;$1.591.624;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Max;NEA;$2.201.971;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Min;NEA;$1.591.423;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Max;NEA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Min;NEA;$1.591.533;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Max;NEA;$2.202.154;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Min;NEA;$1.591.350;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Max;NEA;$2.202.658;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Min;NOA;$1.622.053;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Max;NOA;$2.359.459;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Min;NOA;$1.591.385;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Max;NOA;$2.214.205;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Min;NOA;$1.506.191;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Max;NOA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Min;NOA;$1.581.501;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Max;NOA;$2.312.270;1284
tecnología.;Soporte Técnico / Help desk;IT;Min;NOA;$1.506.191;1284
tecnología.;Soporte Técnico / Help desk;IT;Max;NOA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Min;NOA;$1.591.386;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Max;NOA;$2.214.205;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Min;NOA;$1.591.624;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Max;NOA;$2.201.971;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Min;NOA;$1.591.423;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Max;NOA;$2.202.161;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Min;NOA;$1.591.533;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Max;NOA;$2.202.154;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Min;NOA;$1.591.350;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Max;NOA;$2.202.658;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Min;Patagonia;$1.843.242;1284
tecnología.;Soporte Técnico / Help desk;Automotriz;Max;Patagonia;$2.681.203;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Min;Patagonia;$1.808.393;1284
tecnología.;Soporte Técnico / Help desk;Banca & Serv Financieros;Max;Patagonia;$2.516.142;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Min;Patagonia;$1.711.581;1284
tecnología.;Soporte Técnico / Help desk;Consumo masivo;Max;Patagonia;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Min;Patagonia;$1.797.161;1284
tecnología.;Soporte Técnico / Help desk;Gas, Petróleo y Minería;Max;Patagonia;$2.627.579;1284
tecnología.;Soporte Técnico / Help desk;IT;Min;Patagonia;$1.711.581;1284
tecnología.;Soporte Técnico / Help desk;IT;Max;Patagonia;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Min;Patagonia;$1.808.394;1284
tecnología.;Soporte Técnico / Help desk;Lab & Pharma;Max;Patagonia;$2.516.142;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Min;Patagonia;$1.808.664;1284
tecnología.;Soporte Técnico / Help desk;Manufactura;Max;Patagonia;$2.502.240;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Min;Patagonia;$1.808.435;1284
tecnología.;Soporte Técnico / Help desk;Retail & Comercio;Max;Patagonia;$2.502.456;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Min;Patagonia;$1.808.560;1284
tecnología.;Soporte Técnico / Help desk;Servicios;Max;Patagonia;$2.502.448;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Min;Patagonia;$1.808.352;1284
tecnología.;Soporte Técnico / Help desk;Transporte y logística;Max;Patagonia;$2.503.020;1284
tecnología.;Administrador de Redes.;Automotriz;Min;Buenos Aires;$2.878.667;1284
tecnología.;Administrador de Redes.;Automotriz;Max;Buenos Aires;$3.675.065;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;Buenos Aires;$3.138.851;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;Buenos Aires;$4.007.233;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;Buenos Aires;$2.878.667;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;Buenos Aires;$3.675.065;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;Buenos Aires;$3.138.824;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;Buenos Aires;$4.007.120;1284
tecnología.;Administrador de Redes.;IT;Min;Buenos Aires;$3.140.800;1284
tecnología.;Administrador de Redes.;IT;Max;Buenos Aires;$4.009.200;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;Buenos Aires;$3.138.824;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;Buenos Aires;$4.007.120;1284
tecnología.;Administrador de Redes.;Manufactura;Min;Buenos Aires;$2.878.720;1284
tecnología.;Administrador de Redes.;Manufactura;Max;Buenos Aires;$3.675.048;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;Buenos Aires;$2.878.616;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;Buenos Aires;$3.676.400;1284
tecnología.;Administrador de Redes.;Servicios;Min;Buenos Aires;$2.877.680;1284
tecnología.;Administrador de Redes.;Servicios;Max;Buenos Aires;$3.671.200;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;Buenos Aires;$2.879.760;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;Buenos Aires;$3.675.048;1284
tecnología.;Administrador de Redes.;Automotriz;Min;Cuyo;$2.648.374;1284
tecnología.;Administrador de Redes.;Automotriz;Max;Cuyo;$3.381.059;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;Cuyo;$2.887.743;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;Cuyo;$3.686.655;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;Cuyo;$2.648.374;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;Cuyo;$3.381.059;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;Cuyo;$2.887.718;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;Cuyo;$3.686.550;1284
tecnología.;Administrador de Redes.;IT;Min;Cuyo;$2.889.536;1284
tecnología.;Administrador de Redes.;IT;Max;Cuyo;$3.688.464;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;Cuyo;$2.887.718;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;Cuyo;$3.686.550;1284
tecnología.;Administrador de Redes.;Manufactura;Min;Cuyo;$2.648.422;1284
tecnología.;Administrador de Redes.;Manufactura;Max;Cuyo;$3.381.044;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;Cuyo;$2.648.327;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;Cuyo;$3.382.288;1284
tecnología.;Administrador de Redes.;Servicios;Min;Cuyo;$2.647.466;1284
tecnología.;Administrador de Redes.;Servicios;Max;Cuyo;$3.377.504;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;Cuyo;$2.649.379;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;Cuyo;$3.381.044;1284
tecnología.;Administrador de Redes.;Automotriz;Min;Litoral-Centro;$2.648.374;1284
tecnología.;Administrador de Redes.;Automotriz;Max;Litoral-Centro;$3.381.059;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;Litoral-Centro;$2.887.743;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;Litoral-Centro;$3.686.655;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;Litoral-Centro;$2.648.374;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;Litoral-Centro;$3.381.059;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;Litoral-Centro;$2.887.718;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;Litoral-Centro;$3.686.550;1284
tecnología.;Administrador de Redes.;IT;Min;Litoral-Centro;$2.889.536;1284
tecnología.;Administrador de Redes.;IT;Max;Litoral-Centro;$3.688.464;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;Litoral-Centro;$2.887.718;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;Litoral-Centro;$3.686.550;1284
tecnología.;Administrador de Redes.;Manufactura;Min;Litoral-Centro;$2.648.422;1284
tecnología.;Administrador de Redes.;Manufactura;Max;Litoral-Centro;$3.381.044;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;Litoral-Centro;$2.648.327;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;Litoral-Centro;$3.382.288;1284
tecnología.;Administrador de Redes.;Servicios;Min;Litoral-Centro;$2.647.466;1284
tecnología.;Administrador de Redes.;Servicios;Max;Litoral-Centro;$3.377.504;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;Litoral-Centro;$2.649.379;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;Litoral-Centro;$3.381.044;1284
tecnología.;Administrador de Redes.;Automotriz;Min;NEA;$2.533.227;1284
tecnología.;Administrador de Redes.;Automotriz;Max;NEA;$3.234.057;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;NEA;$2.762.189;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;NEA;$3.526.365;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;NEA;$2.533.227;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;NEA;$3.234.057;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;NEA;$2.762.165;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;NEA;$3.526.266;1284
tecnología.;Administrador de Redes.;IT;Min;NEA;$2.763.904;1284
tecnología.;Administrador de Redes.;IT;Max;NEA;$3.528.096;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;NEA;$2.762.165;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;NEA;$3.526.266;1284
tecnología.;Administrador de Redes.;Manufactura;Min;NEA;$2.533.274;1284
tecnología.;Administrador de Redes.;Manufactura;Max;NEA;$3.234.042;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;NEA;$2.533.182;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;NEA;$3.235.232;1284
tecnología.;Administrador de Redes.;Servicios;Min;NEA;$2.532.358;1284
tecnología.;Administrador de Redes.;Servicios;Max;NEA;$3.230.656;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;NEA;$2.534.189;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;NEA;$3.234.042;1284
tecnología.;Administrador de Redes.;Automotriz;Min;NOA;$2.533.227;1284
tecnología.;Administrador de Redes.;Automotriz;Max;NOA;$3.234.057;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;NOA;$2.762.189;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;NOA;$3.526.365;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;NOA;$2.533.227;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;NOA;$3.234.057;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;NOA;$2.762.165;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;NOA;$3.526.266;1284
tecnología.;Administrador de Redes.;IT;Min;NOA;$2.763.904;1284
tecnología.;Administrador de Redes.;IT;Max;NOA;$3.528.096;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;NOA;$2.762.165;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;NOA;$3.526.266;1284
tecnología.;Administrador de Redes.;Manufactura;Min;NOA;$2.533.274;1284
tecnología.;Administrador de Redes.;Manufactura;Max;NOA;$3.234.042;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;NOA;$2.533.182;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;NOA;$3.235.232;1284
tecnología.;Administrador de Redes.;Servicios;Min;NOA;$2.532.358;1284
tecnología.;Administrador de Redes.;Servicios;Max;NOA;$3.230.656;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;NOA;$2.534.189;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;NOA;$3.234.042;1284
tecnología.;Administrador de Redes.;Automotriz;Min;Patagonia;$2.878.667;1284
tecnología.;Administrador de Redes.;Automotriz;Max;Patagonia;$3.675.065;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Min;Patagonia;$3.138.851;1284
tecnología.;Administrador de Redes.;Banca & Serv Financieros;Max;Patagonia;$4.007.233;1284
tecnología.;Administrador de Redes.;Consumo masivo;Min;Patagonia;$2.878.667;1284
tecnología.;Administrador de Redes.;Consumo masivo;Max;Patagonia;$3.675.065;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Min;Patagonia;$3.138.824;1284
tecnología.;Administrador de Redes.;Gas, Petróleo y Minería;Max;Patagonia;$4.007.120;1284
tecnología.;Administrador de Redes.;IT;Min;Patagonia;$3.140.800;1284
tecnología.;Administrador de Redes.;IT;Max;Patagonia;$4.009.200;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Min;Patagonia;$3.138.824;1284
tecnología.;Administrador de Redes.;Lab & Pharma;Max;Patagonia;$4.007.120;1284
tecnología.;Administrador de Redes.;Manufactura;Min;Patagonia;$2.878.720;1284
tecnología.;Administrador de Redes.;Manufactura;Max;Patagonia;$3.675.048;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Min;Patagonia;$2.878.616;1284
tecnología.;Administrador de Redes.;Retail & Comercio;Max;Patagonia;$3.676.400;1284
tecnología.;Administrador de Redes.;Servicios;Min;Patagonia;$2.877.680;1284
tecnología.;Administrador de Redes.;Servicios;Max;Patagonia;$3.671.200;1284
tecnología.;Administrador de Redes.;Transporte y logística;Min;Patagonia;$2.879.760;1284
tecnología.;Administrador de Redes.;Transporte y logística;Max;Patagonia;$3.675.048;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;Buenos Aires;$4.291.893;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;Buenos Aires;$7.917.288;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;Buenos Aires;$4.064.487;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;Buenos Aires;$5.651.688;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;Buenos Aires;$4.326.349;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;Buenos Aires;$5.651.675;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;Buenos Aires;$4.291.613;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;Buenos Aires;$6.294.366;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;Buenos Aires;$3.870.940;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;Buenos Aires;$7.917.288;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;Buenos Aires;$3.870.940;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;Buenos Aires;$6.508.946;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;Buenos Aires;$4.098.648;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;Buenos Aires;$6.165.483;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;Buenos Aires;$4.086.720;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;Buenos Aires;$5.933.761;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;Buenos Aires;$4.088.126;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;Buenos Aires;$5.494.486;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;Buenos Aires;$4.089.096;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;Buenos Aires;$5.114.172;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;Cuyo;$3.776.866;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;Cuyo;$6.967.213;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;Cuyo;$3.576.749;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;Cuyo;$4.973.486;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;Cuyo;$3.807.187;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;Cuyo;$4.973.474;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;Cuyo;$3.776.619;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;Cuyo;$5.539.042;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;Cuyo;$3.406.428;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;Cuyo;$6.967.213;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;Cuyo;$3.406.428;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;Cuyo;$5.727.873;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;Cuyo;$3.606.810;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;Cuyo;$5.425.625;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;Cuyo;$3.596.314;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;Cuyo;$5.221.710;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;Cuyo;$3.597.551;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;Cuyo;$4.835.148;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;Cuyo;$3.598.404;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;Cuyo;$4.500.471;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;Litoral-Centro;$3.433.515;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;Litoral-Centro;$6.333.830;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;Litoral-Centro;$3.251.590;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;Litoral-Centro;$4.521.351;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;Litoral-Centro;$3.461.079;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;Litoral-Centro;$4.521.340;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;Litoral-Centro;$3.433.290;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;Litoral-Centro;$5.035.492;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;Litoral-Centro;$3.096.752;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;Litoral-Centro;$6.333.830;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;Litoral-Centro;$3.096.752;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;Litoral-Centro;$5.207.157;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;Litoral-Centro;$3.278.918;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;Litoral-Centro;$4.932.386;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;Litoral-Centro;$3.269.376;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;Litoral-Centro;$4.747.009;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;Litoral-Centro;$3.270.501;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;Litoral-Centro;$4.395.589;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;Litoral-Centro;$3.271.277;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;Litoral-Centro;$4.091.338;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;NEA;$3.540.812;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;NEA;$6.531.762;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;NEA;$3.353.202;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;NEA;$4.662.643;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;NEA;$3.569.238;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;NEA;$4.662.632;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;NEA;$3.540.581;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;NEA;$5.192.852;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;NEA;$3.193.526;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;NEA;$6.531.762;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;NEA;$3.193.526;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;NEA;$5.369.881;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;NEA;$3.381.384;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;NEA;$5.086.523;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;NEA;$3.371.544;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;NEA;$4.895.353;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;NEA;$3.372.704;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;NEA;$4.532.951;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;NEA;$3.373.504;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;NEA;$4.219.192;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;NOA;$3.648.109;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;NOA;$6.729.694;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;NOA;$3.454.814;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;NOA;$4.803.935;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;NOA;$3.677.397;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;NOA;$4.803.923;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;NOA;$3.647.871;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;NOA;$5.350.211;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;NOA;$3.290.299;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;NOA;$6.729.694;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;NOA;$3.290.299;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;NOA;$5.532.604;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;NOA;$3.483.851;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;NOA;$5.240.660;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;NOA;$3.473.712;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;NOA;$5.043.697;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;NOA;$3.474.907;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;NOA;$4.670.313;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;NOA;$3.475.732;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;NOA;$4.347.046;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Min;Patagonia;$5.364.867;1284
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;Patagonia;$9.896.609;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;Patagonia;$5.080.609;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;Patagonia;$7.064.610;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;Patagonia;$5.407.936;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;Patagonia;$7.064.593;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;Patagonia;$5.364.516;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;Patagonia;$7.867.957;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;Patagonia;$4.838.675;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;Patagonia;$9.896.609;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;Patagonia;$4.838.675;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;Patagonia;$8.136.183;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;Patagonia;$5.123.310;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;Patagonia;$7.706.853;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;Patagonia;$5.108.400;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;Patagonia;$7.417.202;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;Patagonia;$5.110.158;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;Patagonia;$6.868.108;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;Patagonia;$5.111.370;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;Patagonia;$6.392.715;1284
marketing y comunicaciones;Jefe de Marketing;Automotriz;Min;Buenos Aires;$3.124.938;1284
marketing y comunicaciones;Jefe de Marketing;Automotriz;Max;Buenos Aires;$4.727.955;1284
marketing y comunicaciones;Jefe de Marketing;Banca & Serv Financieros;Min;Buenos Aires;$3.286.382;1284
marketing y comunicaciones;Jefe de Marketing;Banca & Serv Financieros;Max;Buenos Aires;$4.982.435;1284
marketing y comunicaciones;Jefe de Marketing;Consumo masivo;Min;Buenos Aires;$3.284.677;1284
marketing y comunicaciones;Jefe de Marketing;Consumo masivo;Max;Buenos Aires;$4.982.472;1284
marketing y comunicaciones;Jefe de Marketing;Gas, Petróleo y Minería;Min;Buenos Aires;$3.367.486;1284
