Area_profesional;Puesto;Sector;Tipo_rango;Zona;Valor;Dolar_Promedio_Mes
administración y finanzas.;Gerente de Contabilidad;Automotriz;Min;Patagonia;$6.453.251;1284
administración y finanzas.;Gerente de Contabilidad;Automotriz;Max;Patagonia;$11.086.565;1284
administración y finanzas.;Gerente de Contabilidad;Banca & Serv Financieros;Min;Patagonia;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;Banca & Serv Financieros;Max;Patagonia;$11.575.471;1284
administración y finanzas.;Gerente de Contabilidad;Consumo masivo;Min;Patagonia;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Consumo masivo;Max;Patagonia;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Gas, Petróleo y Minería;Min;Patagonia;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Gas, Petróleo y Minería;Max;Patagonia;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;IT;Min;Patagonia;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;IT;Max;Patagonia;$11.575.471;1284
administración y finanzas.;Gerente de Contabilidad;Lab & Pharma;Min;Patagonia;$6.930.748;1284
administración y finanzas.;Gerente de Contabilidad;Lab & Pharma;Max;Patagonia;$11.780.475;1284
administración y finanzas.;Gerente de Contabilidad;Manufactura;Min;Patagonia;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;Manufactura;Max;Patagonia;$12.126.777;1284
administración y finanzas.;Gerente de Contabilidad;Retail & Comercio;Min;Patagonia;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Retail & Comercio;Max;Patagonia;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Servicios;Min;Patagonia;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Servicios;Max;Patagonia;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Transporte y logística;Min;Patagonia;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Transporte y logística;Max;Patagonia;$11.124.475;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;Buenos Aires;$4.546.579;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;Buenos Aires;$8.683.033;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;Buenos Aires;$5.001.385;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;Buenos Aires;$8.641.738;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;Buenos Aires;$4.546.580;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;Buenos Aires;$8.683.033;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;Buenos Aires;$4.547.664;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;Buenos Aires;$7.959.457;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;Buenos Aires;$5.001.431;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;Buenos Aires;$8.641.738;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;Buenos Aires;$4.849.535;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;Buenos Aires;$8.414.355;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;Buenos Aires;$5.001.385;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;Buenos Aires;$8.641.738;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;Buenos Aires;$4.546.619;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;Buenos Aires;$8.683.686;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;Buenos Aires;$4.546.357;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;Buenos Aires;$8.683.686;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;Buenos Aires;$4.547.664;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;Buenos Aires;$8.683.686;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;Cuyo;$4.000.990;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;Cuyo;$7.641.069;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;Cuyo;$4.401.219;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;Cuyo;$7.604.729;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;Cuyo;$4.000.990;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;Cuyo;$7.641.069;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;Cuyo;$4.001.944;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;Cuyo;$7.004.323;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;Cuyo;$4.401.259;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;Cuyo;$7.604.729;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;Cuyo;$4.267.591;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;Cuyo;$7.404.632;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;Cuyo;$4.401.219;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;Cuyo;$7.604.729;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;Cuyo;$4.001.024;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;Cuyo;$7.641.644;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;Cuyo;$4.000.794;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;Cuyo;$7.641.644;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;Cuyo;$4.001.944;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;Cuyo;$7.641.644;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;Litoral-Centro;$4.182.853;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;Litoral-Centro;$7.988.390;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;Litoral-Centro;$4.601.274;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;Litoral-Centro;$7.950.399;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;Litoral-Centro;$4.182.853;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;Litoral-Centro;$7.988.390;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;Litoral-Centro;$4.183.851;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;Litoral-Centro;$7.322.701;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;Litoral-Centro;$4.601.316;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;Litoral-Centro;$7.950.399;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;Litoral-Centro;$4.461.572;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;Litoral-Centro;$7.741.206;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;Litoral-Centro;$4.601.274;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;Litoral-Centro;$7.950.399;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;Litoral-Centro;$4.182.889;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;Litoral-Centro;$7.988.991;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;Litoral-Centro;$4.182.649;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;Litoral-Centro;$7.988.991;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;Litoral-Centro;$4.183.851;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;Litoral-Centro;$7.988.991;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;NEA;$3.750.928;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;NEA;$7.163.502;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;NEA;$4.126.143;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;NEA;$7.129.434;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;NEA;$3.750.928;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;NEA;$7.163.502;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;NEA;$3.751.823;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;NEA;$6.566.552;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;NEA;$4.126.180;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;NEA;$7.129.434;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;NEA;$4.000.866;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;NEA;$6.941.842;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;NEA;$4.126.143;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;NEA;$7.129.434;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;NEA;$3.750.960;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;NEA;$7.164.041;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;NEA;$3.750.745;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;NEA;$7.164.041;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;NEA;$3.751.823;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;NEA;$7.164.041;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;NOA;$3.864.592;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;NOA;$7.380.578;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;NOA;$4.251.177;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;NOA;$7.345.477;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;NOA;$3.864.593;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;NOA;$7.380.578;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;NOA;$3.865.514;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;NOA;$6.765.539;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;NOA;$4.251.216;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;NOA;$7.345.477;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;NOA;$4.122.105;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;NOA;$7.152.201;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;NOA;$4.251.177;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;NOA;$7.345.477;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;NOA;$3.864.626;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;NOA;$7.381.133;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;NOA;$3.864.404;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;NOA;$7.381.133;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;NOA;$3.865.514;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;NOA;$7.381.133;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;Patagonia;$5.683.224;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;Patagonia;$10.853.791;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;Patagonia;$6.251.731;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;Patagonia;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;Patagonia;$5.683.225;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;Patagonia;$10.853.791;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;Patagonia;$5.684.580;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;Patagonia;$9.949.322;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;Patagonia;$6.251.788;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;Patagonia;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;Patagonia;$6.061.919;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;Patagonia;$10.517.943;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;Patagonia;$6.251.731;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;Patagonia;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;Patagonia;$5.683.273;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;Patagonia;$10.854.608;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;Patagonia;$5.682.947;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;Patagonia;$10.854.608;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;Patagonia;$5.684.580;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;Patagonia;$10.854.608;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;Buenos Aires;$5.059.263;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;Buenos Aires;$7.562.750;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;Buenos Aires;$5.433.706;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;Buenos Aires;$7.895.486;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;Buenos Aires;$5.059.391;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;Buenos Aires;$7.562.750;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;Buenos Aires;$5.059.263;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;Buenos Aires;$7.562.705;1284
administración y finanzas.;Gerente de Legales;IT;Min;Buenos Aires;$5.433.601;1284
administración y finanzas.;Gerente de Legales;IT;Max;Buenos Aires;$7.895.294;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;Buenos Aires;$5.433.601;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;Buenos Aires;$8.035.142;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;Buenos Aires;$5.433.601;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;Buenos Aires;$8.271.809;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;Buenos Aires;$5.059.263;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;Buenos Aires;$7.562.321;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;Buenos Aires;$5.059.263;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;Buenos Aires;$7.562.705;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;Buenos Aires;$5.053.500;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;Buenos Aires;$7.587.934;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;Cuyo;$4.452.152;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;Cuyo;$6.655.220;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;Cuyo;$4.781.661;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;Cuyo;$6.948.027;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;Cuyo;$4.452.264;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;Cuyo;$6.655.220;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;Cuyo;$4.452.152;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;Cuyo;$6.655.181;1284
administración y finanzas.;Gerente de Legales;IT;Min;Cuyo;$4.781.569;1284
administración y finanzas.;Gerente de Legales;IT;Max;Cuyo;$6.947.858;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;Cuyo;$4.781.569;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;Cuyo;$7.070.925;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;Cuyo;$4.781.569;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;Cuyo;$7.279.192;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;Cuyo;$4.452.152;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;Cuyo;$6.654.842;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;Cuyo;$4.452.152;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;Cuyo;$6.655.181;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;Cuyo;$4.447.080;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;Cuyo;$6.677.382;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;Litoral-Centro;$4.654.522;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;Litoral-Centro;$6.957.730;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;Litoral-Centro;$4.999.010;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;Litoral-Centro;$7.263.847;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;Litoral-Centro;$4.654.640;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;Litoral-Centro;$6.957.730;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;Litoral-Centro;$4.654.522;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;Litoral-Centro;$6.957.689;1284
administración y finanzas.;Gerente de Legales;IT;Min;Litoral-Centro;$4.998.913;1284
administración y finanzas.;Gerente de Legales;IT;Max;Litoral-Centro;$7.263.670;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;Litoral-Centro;$4.998.913;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;Litoral-Centro;$7.392.331;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;Litoral-Centro;$4.998.913;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;Litoral-Centro;$7.610.064;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;Litoral-Centro;$4.654.522;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;Litoral-Centro;$6.957.335;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;Litoral-Centro;$4.654.522;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;Litoral-Centro;$6.957.689;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;Litoral-Centro;$4.649.220;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;Litoral-Centro;$6.980.899;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;NEA;$4.173.892;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;NEA;$6.239.269;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;NEA;$4.482.808;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;NEA;$6.513.776;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;NEA;$4.173.998;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;NEA;$6.239.269;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;NEA;$4.173.892;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;NEA;$6.239.232;1284
administración y finanzas.;Gerente de Legales;IT;Min;NEA;$4.482.721;1284
administración y finanzas.;Gerente de Legales;IT;Max;NEA;$6.513.617;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;NEA;$4.482.721;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;NEA;$6.628.992;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;NEA;$4.482.721;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;NEA;$6.824.242;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;NEA;$4.173.892;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;NEA;$6.238.915;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;NEA;$4.173.892;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;NEA;$6.239.232;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;NEA;$4.169.138;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;NEA;$6.260.046;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;NOA;$4.300.374;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;NOA;$6.428.337;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;NOA;$4.618.650;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;NOA;$6.711.163;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;NOA;$4.300.483;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;NOA;$6.428.337;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;NOA;$4.300.374;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;NOA;$6.428.299;1284
administración y finanzas.;Gerente de Legales;IT;Min;NOA;$4.618.561;1284
administración y finanzas.;Gerente de Legales;IT;Max;NOA;$6.711.000;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;NOA;$4.618.561;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;NOA;$6.829.871;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;NOA;$4.618.561;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;NOA;$7.031.037;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;NOA;$4.300.374;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;NOA;$6.427.973;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;NOA;$4.300.374;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;NOA;$6.428.299;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;NOA;$4.295.475;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;NOA;$6.449.744;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;Patagonia;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;Patagonia;$9.453.437;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;Patagonia;$6.792.133;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;Patagonia;$9.869.357;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;Patagonia;$6.324.239;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;Patagonia;$9.453.437;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;Patagonia;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;Patagonia;$9.453.381;1284
administración y finanzas.;Gerente de Legales;IT;Min;Patagonia;$6.792.002;1284
administración y finanzas.;Gerente de Legales;IT;Max;Patagonia;$9.869.117;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;Patagonia;$6.792.002;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;Patagonia;$10.043.928;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;Patagonia;$6.792.002;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;Patagonia;$10.339.761;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;Patagonia;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;Patagonia;$9.452.901;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;Patagonia;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;Patagonia;$9.453.381;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;Patagonia;$6.316.875;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;Patagonia;$9.484.918;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;Buenos Aires;$3.800.114;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;Buenos Aires;$4.509.538;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;Buenos Aires;$4.179.985;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;Buenos Aires;$5.073.350;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;Buenos Aires;$3.800.114;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;Buenos Aires;$4.697.322;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;Buenos Aires;$3.800.114;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;Buenos Aires;$4.697.322;1284
administración y finanzas.;Jefe de Legales;IT;Min;Buenos Aires;$4.369.882;1284
administración y finanzas.;Jefe de Legales;IT;Max;Buenos Aires;$5.073.350;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;Buenos Aires;$4.179.985;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;Buenos Aires;$4.885.605;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;Buenos Aires;$4.179.985;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;Buenos Aires;$5.073.350;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;Buenos Aires;$4.179.985;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;Buenos Aires;$4.885.567;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;Buenos Aires;$3.610.205;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;Buenos Aires;$4.321.767;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;Buenos Aires;$3.790.509;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;Buenos Aires;$4.516.198;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;Cuyo;$3.344.101;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;Cuyo;$3.968.394;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;Cuyo;$3.678.387;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;Cuyo;$4.464.548;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;Cuyo;$3.344.101;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;Cuyo;$4.133.643;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;Cuyo;$3.344.101;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;Cuyo;$4.133.643;1284
administración y finanzas.;Jefe de Legales;IT;Min;Cuyo;$3.845.496;1284
administración y finanzas.;Jefe de Legales;IT;Max;Cuyo;$4.464.548;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;Cuyo;$3.678.387;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;Cuyo;$4.299.332;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;Cuyo;$3.678.387;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;Cuyo;$4.464.548;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;Cuyo;$3.678.387;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;Cuyo;$4.299.299;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;Cuyo;$3.176.980;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;Cuyo;$3.803.155;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;Cuyo;$3.335.648;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;Cuyo;$3.974.254;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;Litoral-Centro;$3.496.105;1284
