Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
mantenimiento.;Gerente de mantenimiento;Banca & Serv Financieros;Max;$10.585.978;$9.315.661;$9.527.381;$8.733.432;$8.998.082;$13.232.473;1284
mantenimiento.;Gerente de mantenimiento;Consumo masivo;Min;$7.896.568;$6.948.980;$7.106.911;$6.514.668;$6.712.083;$9.870.710;1284
mantenimiento.;Gerente de mantenimiento;Consumo masivo;Max;$8.833.570;$7.773.541;$7.950.213;$7.287.695;$7.508.534;$11.041.962;1284
mantenimiento.;Gerente de mantenimiento;Gas, Petróleo y Minería;Min;$9.229.275;$8.121.762;$8.306.348;$7.614.152;$7.844.884;$11.536.594;1284
mantenimiento.;Gerente de mantenimiento;Gas, Petróleo y Minería;Max;$12.874.839;$11.329.858;$11.587.355;$10.621.742;$10.943.613;$16.093.548;1284
mantenimiento.;Gerente de mantenimiento;Lab & Pharma;Min;$8.411.561;$7.402.174;$7.570.405;$6.939.538;$7.149.827;$10.514.452;1284
mantenimiento.;Gerente de mantenimiento;Lab & Pharma;Max;$11.587.355;$10.196.872;$10.428.619;$9.559.568;$9.849.252;$14.484.193;1284
mantenimiento.;Gerente de mantenimiento;Manufactura;Min;$6.795.360;$5.979.917;$6.115.824;$5.606.172;$5.776.056;$8.494.200;1284
mantenimiento.;Gerente de mantenimiento;Manufactura;Max;$10.846.440;$9.544.867;$9.761.796;$8.948.313;$9.219.474;$13.558.050;1284
mantenimiento.;Gerente de mantenimiento;Retail & Comercio;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
mantenimiento.;Gerente de mantenimiento;Retail & Comercio;Max;$8.407.149;$7.398.292;$7.566.435;$6.935.898;$7.146.077;$10.508.937;1284
mantenimiento.;Gerente de mantenimiento;Servicios;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
mantenimiento.;Gerente de mantenimiento;Servicios;Max;$9.066.040;$7.978.115;$8.159.436;$7.479.483;$7.706.134;$11.332.550;1284
mantenimiento.;Gerente de mantenimiento;Transporte y logística;Min;$7.553.239;$6.646.850;$6.797.915;$6.231.422;$6.420.253;$9.441.548;1284
mantenimiento.;Gerente de mantenimiento;Transporte y logística;Max;$8.833.570;$7.773.541;$7.950.213;$7.287.695;$7.508.534;$11.041.962;1284
mantenimiento.;Ingeniero de mantenimiento;Automotriz;Min;$4.245.467;$3.736.011;$3.820.920;$3.502.510;$3.608.647;$5.306.833;1284
mantenimiento.;Ingeniero de mantenimiento;Automotriz;Max;$5.537.565;$4.873.057;$4.983.809;$4.568.491;$4.706.930;$6.921.956;1284
mantenimiento.;Ingeniero de mantenimiento;Banca & Serv Financieros;Min;$2.584.197;$2.274.093;$2.325.777;$2.131.963;$2.196.567;$3.230.246;1284
mantenimiento.;Ingeniero de mantenimiento;Banca & Serv Financieros;Max;$3.137.954;$2.761.399;$2.824.158;$2.588.812;$2.667.260;$3.922.442;1284
mantenimiento.;Ingeniero de mantenimiento;Consumo masivo;Min;$2.768.783;$2.436.529;$2.491.904;$2.284.246;$2.353.465;$3.460.978;1284
mantenimiento.;Ingeniero de mantenimiento;Consumo masivo;Max;$3.147.183;$2.769.521;$2.832.464;$2.596.426;$2.675.105;$3.933.978;1284
mantenimiento.;Ingeniero de mantenimiento;Gas, Petróleo y Minería;Min;$4.245.467;$3.736.011;$3.820.920;$3.502.510;$3.608.647;$5.306.833;1284
mantenimiento.;Ingeniero de mantenimiento;Gas, Petróleo y Minería;Max;$5.537.565;$4.873.057;$4.983.809;$4.568.491;$4.706.930;$6.921.956;1284
mantenimiento.;Ingeniero de mantenimiento;Lab & Pharma;Min;$2.953.368;$2.598.964;$2.658.031;$2.436.529;$2.510.363;$3.691.710;1284
mantenimiento.;Ingeniero de mantenimiento;Lab & Pharma;Max;$4.430.052;$3.898.446;$3.987.047;$3.654.793;$3.765.544;$5.537.565;1284
mantenimiento.;Ingeniero de mantenimiento;Manufactura;Min;$2.768.783;$2.436.529;$2.491.904;$2.284.246;$2.353.465;$3.460.978;1284
mantenimiento.;Ingeniero de mantenimiento;Manufactura;Max;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
mantenimiento.;Ingeniero de mantenimiento;Retail & Comercio;Min;$2.718.021;$2.391.859;$2.446.219;$2.242.368;$2.310.318;$3.397.527;1284
mantenimiento.;Ingeniero de mantenimiento;Retail & Comercio;Max;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
mantenimiento.;Ingeniero de mantenimiento;Servicios;Min;$3.147.183;$2.769.521;$2.832.464;$2.596.426;$2.675.105;$3.933.978;1284
mantenimiento.;Ingeniero de mantenimiento;Servicios;Max;$3.951.860;$3.477.637;$3.556.674;$3.260.285;$3.359.081;$4.939.825;1284
mantenimiento.;Ingeniero de mantenimiento;Transporte y logística;Min;$2.861.075;$2.517.746;$2.574.968;$2.360.387;$2.431.914;$3.576.344;1284
mantenimiento.;Ingeniero de mantenimiento;Transporte y logística;Max;$3.719.398;$3.273.070;$3.347.458;$3.068.503;$3.161.488;$4.649.247;1284
mantenimiento.;Jefe de mantenimiento;Automotriz;Min;$6.460.493;$5.685.233;$5.814.443;$5.329.906;$5.491.419;$8.075.616;1284
mantenimiento.;Jefe de mantenimiento;Automotriz;Max;$8.306.348;$7.309.586;$7.475.713;$6.852.737;$7.060.395;$10.382.934;1284
mantenimiento.;Jefe de mantenimiento;Banca & Serv Financieros;Min;$3.719.398;$3.273.070;$3.347.458;$3.068.503;$3.161.488;$4.649.247;1284
mantenimiento.;Jefe de mantenimiento;Banca & Serv Financieros;Max;$6.008.258;$5.287.267;$5.407.432;$4.956.813;$5.107.019;$7.510.323;1284
mantenimiento.;Jefe de mantenimiento;Consumo masivo;Min;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
mantenimiento.;Jefe de mantenimiento;Consumo masivo;Max;$5.346.634;$4.705.038;$4.811.971;$4.410.973;$4.544.639;$6.683.293;1284
mantenimiento.;Jefe de mantenimiento;Gas, Petróleo y Minería;Min;$6.460.493;$5.685.233;$5.814.443;$5.329.906;$5.491.419;$8.075.616;1284
mantenimiento.;Jefe de mantenimiento;Gas, Petróleo y Minería;Max;$8.306.348;$7.309.586;$7.475.713;$6.852.737;$7.060.395;$10.382.934;1284
mantenimiento.;Jefe de mantenimiento;Lab & Pharma;Min;$4.983.809;$4.385.751;$4.485.428;$4.111.642;$4.236.237;$6.229.761;1284
mantenimiento.;Jefe de mantenimiento;Lab & Pharma;Max;$7.238.520;$6.369.898;$6.514.668;$5.971.779;$6.152.742;$9.048.150;1284
mantenimiento.;Jefe de mantenimiento;Manufactura;Min;$4.060.881;$3.573.575;$3.654.793;$3.350.227;$3.451.749;$5.076.101;1284
mantenimiento.;Jefe de mantenimiento;Manufactura;Max;$5.537.565;$4.873.057;$4.983.809;$4.568.491;$4.706.930;$6.921.956;1284
mantenimiento.;Jefe de mantenimiento;Retail & Comercio;Min;$3.719.283;$3.272.969;$3.347.355;$3.068.409;$3.161.391;$4.649.104;1284
mantenimiento.;Jefe de mantenimiento;Retail & Comercio;Max;$4.649.242;$4.091.333;$4.184.317;$3.835.624;$3.951.855;$5.811.552;1284
mantenimiento.;Jefe de mantenimiento;Servicios;Min;$3.720.828;$3.274.329;$3.348.746;$3.069.683;$3.162.704;$4.651.035;1284
mantenimiento.;Jefe de mantenimiento;Servicios;Max;$5.346.628;$4.705.033;$4.811.966;$4.410.968;$4.544.634;$6.683.286;1284
mantenimiento.;Jefe de mantenimiento;Transporte y logística;Min;$3.576.320;$3.147.161;$3.218.688;$2.950.464;$3.039.872;$4.470.399;1284
mantenimiento.;Jefe de mantenimiento;Transporte y logística;Max;$5.346.628;$4.705.033;$4.811.966;$4.410.968;$4.544.634;$6.683.286;1284
producción.;Gerente de  Planta/producción;Automotriz;Min;$10.013.760;$8.812.109;$9.012.384;$8.261.352;$8.511.696;$12.517.200;1284
producción.;Gerente de  Planta/producción;Automotriz;Max;$14.305.376;$12.588.731;$12.874.839;$11.801.935;$12.159.570;$17.881.720;1284
producción.;Gerente de  Planta/producción;Consumo masivo;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
producción.;Gerente de  Planta/producción;Consumo masivo;Max;$8.407.149;$7.398.292;$7.566.435;$6.935.898;$7.146.077;$10.508.937;1284
producción.;Gerente de  Planta/producción;Gas, Petróleo y Minería;Min;$11.518.135;$10.135.959;$10.366.322;$9.502.462;$9.790.415;$14.397.669;1284
producción.;Gerente de  Planta/producción;Gas, Petróleo y Minería;Max;$15.136.011;$13.319.690;$13.622.410;$12.487.209;$12.865.609;$18.920.014;1284
producción.;Gerente de  Planta/producción;Lab & Pharma;Min;$7.152.678;$6.294.357;$6.437.410;$5.900.960;$6.079.777;$8.940.848;1284
producción.;Gerente de  Planta/producción;Lab & Pharma;Max;$11.444.301;$10.070.985;$10.299.871;$9.441.548;$9.727.656;$14.305.376;1284
producción.;Gerente de  Planta/producción;Manufactura;Min;$7.198.835;$6.334.974;$6.478.951;$5.939.038;$6.119.009;$8.998.543;1284
producción.;Gerente de  Planta/producción;Manufactura;Max;$11.813.472;$10.395.855;$10.632.125;$9.746.114;$10.041.451;$14.766.840;1284
producción.;Gerente de  Planta/producción;Retail & Comercio;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
producción.;Gerente de  Planta/producción;Retail & Comercio;Max;$8.407.154;$7.398.296;$7.566.439;$6.935.902;$7.146.081;$10.508.943;1284
producción.;Gerente de  Planta/producción;Servicios;Min;$8.297.118;$7.301.464;$7.467.406;$6.845.123;$7.052.550;$10.371.398;1284
producción.;Gerente de  Planta/producción;Servicios;Max;$10.299.871;$9.063.886;$9.269.884;$8.497.393;$8.754.890;$12.874.839;1284
producción.;Gerente de  Planta/producción;Transporte y logística;Min;$5.436.027;$4.783.703;$4.892.424;$4.484.722;$4.620.623;$6.795.033;1284
producción.;Gerente de  Planta/producción;Transporte y logística;Max;$8.833.570;$7.773.541;$7.950.213;$7.287.695;$7.508.534;$11.041.962;1284
producción.;Ingeniero de Producción*;Automotriz;Min;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
producción.;Ingeniero de Producción*;Automotriz;Max;$5.149.935;$4.531.943;$4.634.942;$4.248.697;$4.377.445;$6.437.419;1284
producción.;Ingeniero de Producción*;Consumo masivo;Min;$2.632.189;$2.316.327;$2.368.970;$2.171.556;$2.237.361;$3.290.237;1284
producción.;Ingeniero de Producción*;Consumo masivo;Max;$3.507.125;$3.086.270;$3.156.412;$2.893.378;$2.981.056;$4.383.906;1284
producción.;Ingeniero de Producción*;Gas, Petróleo y Minería;Min;$3.950.130;$3.476.114;$3.555.117;$3.258.857;$3.357.610;$4.937.662;1284
producción.;Ingeniero de Producción*;Gas, Petróleo y Minería;Max;$5.906.736;$5.197.928;$5.316.062;$4.873.057;$5.020.726;$7.383.420;1284
producción.;Ingeniero de Producción*;Lab & Pharma;Min;$2.768.783;$2.436.529;$2.491.904;$2.284.246;$2.353.465;$3.460.978;1284
producción.;Ingeniero de Producción*;Lab & Pharma;Max;$4.245.467;$3.736.011;$3.820.920;$3.502.510;$3.608.647;$5.306.833;1284
producción.;Ingeniero de Producción*;Manufactura;Min;$2.768.783;$2.436.529;$2.491.904;$2.284.246;$2.353.465;$3.460.978;1284
producción.;Ingeniero de Producción*;Manufactura;Max;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
producción.;Ingeniero de Producción*;Retail & Comercio;Min;$2.718.021;$2.391.859;$2.446.219;$2.242.368;$2.310.318;$3.397.527;1284
producción.;Ingeniero de Producción*;Retail & Comercio;Max;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
producción.;Ingeniero de Producción*;Servicios;Min;$2.584.197;$2.274.093;$2.325.777;$2.131.963;$2.196.567;$3.230.246;1284
producción.;Ingeniero de Producción*;Servicios;Max;$3.507.125;$3.086.270;$3.156.412;$2.893.378;$2.981.056;$4.383.906;1284
producción.;Ingeniero de Producción*;Transporte y logística;Min;$2.431.903;$2.140.074;$2.188.712;$2.006.320;$2.067.117;$3.039.878;1284
producción.;Ingeniero de Producción*;Transporte y logística;Max;$3.147.166;$2.769.506;$2.832.450;$2.596.412;$2.675.091;$3.933.958;1284
producción.;Jefe de Producción;Automotriz;Min;$6.008.258;$5.287.267;$5.407.432;$4.956.813;$5.107.019;$7.510.323;1284
producción.;Jefe de Producción;Automotriz;Max;$9.155.441;$8.056.788;$8.239.897;$7.553.239;$7.782.125;$11.444.301;1284
producción.;Jefe de Producción;Consumo masivo;Min;$3.507.125;$3.086.270;$3.156.412;$2.893.378;$2.981.056;$4.383.906;1284
producción.;Jefe de Producción;Consumo masivo;Max;$4.983.809;$4.385.751;$4.485.428;$4.111.642;$4.236.237;$6.229.761;1284
producción.;Jefe de Producción;Gas, Petróleo y Minería;Min;$6.733.679;$5.925.638;$6.060.311;$5.555.285;$5.723.627;$8.417.099;1284
producción.;Jefe de Producción;Gas, Petróleo y Minería;Max;$11.186.612;$9.844.218;$10.067.951;$9.228.955;$9.508.620;$13.983.265;1284
producción.;Jefe de Producción;Lab & Pharma;Min;$4.799.223;$4.223.316;$4.319.301;$3.959.359;$4.079.340;$5.999.029;1284
producción.;Jefe de Producción;Lab & Pharma;Max;$6.460.493;$5.685.233;$5.814.443;$5.329.906;$5.491.419;$8.075.616;1284
producción.;Jefe de Producción;Manufactura;Min;$3.876.296;$3.411.140;$3.488.666;$3.197.944;$3.294.851;$4.845.369;1284
producción.;Jefe de Producción;Manufactura;Max;$5.352.980;$4.710.622;$4.817.682;$4.416.208;$4.550.033;$6.691.224;1284
producción.;Jefe de Producción;Retail & Comercio;Min;$3.719.401;$3.273.073;$3.347.461;$3.068.506;$3.161.491;$4.649.251;1284
producción.;Jefe de Producción;Retail & Comercio;Max;$4.649.242;$4.091.333;$4.184.317;$3.835.624;$3.951.855;$5.811.552;1284
producción.;Jefe de Producción;Servicios;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
producción.;Jefe de Producción;Servicios;Max;$8.182.659;$7.200.740;$7.364.393;$6.750.694;$6.955.260;$10.228.324;1284
producción.;Jefe de Producción;Transporte y logística;Min;$3.576.320;$3.147.161;$3.218.688;$2.950.464;$3.039.872;$4.470.399;1284
producción.;Jefe de Producción;Transporte y logística;Max;$5.346.634;$4.705.038;$4.811.971;$4.410.973;$4.544.639;$6.683.293;1284
healthcare y life sciences.;Analista de Asuntos Regulatorios;Vacio;Min;$2.678.940;$2.277.099;$2.411.046;$2.411.046;$2.143.152;$3.214.728;1284
healthcare y life sciences.;Analista de Asuntos Regulatorios;Vacio;Max;$3.110.184;$2.643.656;$2.799.166;$2.799.166;$2.488.147;$3.732.221;1284
healthcare y life sciences.;Analista de control de calidad FQ;Vacio;Min;$2.678.940;$2.277.099;$2.411.046;$2.411.046;$2.143.152;$3.214.728;1284
healthcare y life sciences.;Analista de control de calidad FQ;Vacio;Max;$3.110.184;$2.643.656;$2.799.166;$2.799.166;$2.488.147;$3.732.221;1284
healthcare y life sciences.;Analista de Microbiología;Vacio;Min;$2.678.940;$2.277.099;$2.411.046;$2.411.046;$2.143.152;$3.214.728;1284
healthcare y life sciences.;Analista de Microbiología;Vacio;Max;$3.110.184;$2.643.656;$2.799.166;$2.799.166;$2.488.147;$3.732.221;1284
healthcare y life sciences.;Analista de Procesos QA;Vacio;Min;$3.024.000;$2.570.400;$2.721.600;$2.721.600;$2.419.200;$3.628.800;1284
healthcare y life sciences.;Analista de Procesos QA;Vacio;Max;$3.659.040;$3.110.184;$3.293.136;$3.293.136;$2.927.232;$4.390.848;1284
healthcare y life sciences.;Analista de Validaciones  Analíticas;Vacio;Min;$3.024.000;$2.570.400;$2.721.600;$2.721.600;$2.419.200;$3.628.800;1284
healthcare y life sciences.;Analista de Validaciones  Analíticas;Vacio;Max;$3.691.710;$3.137.954;$3.322.539;$3.322.539;$2.953.368;$4.430.052;1284
healthcare y life sciences.;Analista Desarrollo Galénico;Vacio;Min;$2.678.940;$2.277.099;$2.411.046;$2.411.046;$2.143.152;$3.214.728;1284
healthcare y life sciences.;Analista Desarrollo Galénico;Vacio;Max;$3.110.184;$2.643.656;$2.799.166;$2.799.166;$2.488.147;$3.732.221;1284
healthcare y life sciences.;Analista Sr. de equipamiento  médico;Vacio;Min;$1.633.500;$1.388.475;$1.470.150;$1.470.150;$1.306.800;$1.960.200;1284
healthcare y life sciences.;Analista Sr. de equipamiento  médico;Vacio;Max;$2.678.940;$2.277.099;$2.411.046;$2.411.046;$2.143.152;$3.214.728;1284
healthcare y life sciences.;APM;Vacio;Min;$2.482.920;$2.110.482;$2.234.628;$2.234.628;$1.986.336;$2.979.504;1284
healthcare y life sciences.;APM;Vacio;Max;$3.528.360;$2.999.106;$3.175.524;$3.175.524;$2.822.688;$4.234.032;1284
healthcare y life sciences.;Auxiliar Quirófano;Vacio;Min;$1.144.365;$972.710;$1.029.928;$1.029.928;$915.492;$1.373.238;1284
healthcare y life sciences.;Auxiliar Quirófano;Vacio;Max;$1.411.997;$1.200.198;$1.270.798;$1.270.798;$1.129.598;$1.694.397;1284
healthcare y life sciences.;Bioingeniero;Vacio;Min;$1.944.000;$1.652.400;$1.749.600;$1.749.600;$1.555.200;$2.332.800;1284
healthcare y life sciences.;Bioingeniero;Vacio;Max;$3.502.224;$2.976.890;$3.152.002;$3.152.002;$2.801.779;$4.202.669;1284
healthcare y life sciences.;Codificador Quirúrgico;Vacio;Min;$1.255.181;$1.066.904;$1.129.663;$1.129.663;$1.004.145;$1.506.218;1284
healthcare y life sciences.;Codificador Quirúrgico;Vacio;Max;$1.777.248;$1.510.661;$1.599.523;$1.599.523;$1.421.798;$2.132.698;1284
healthcare y life sciences.;Compliance Manager;Vacio;Min;$2.874.960;$2.443.716;$2.587.464;$2.587.464;$2.299.968;$3.449.952;1284
healthcare y life sciences.;Compliance Manager;Vacio;Max;$3.789.720;$3.221.262;$3.410.748;$3.410.748;$3.031.776;$4.547.664;1284
healthcare y life sciences.;Coordinador de Enfermeria;Vacio;Min;$2.286.900;$1.943.865;$2.058.210;$2.058.210;$1.829.520;$2.744.280;1284
healthcare y life sciences.;Coordinador de Enfermeria;Vacio;Max;$2.744.280;$2.332.638;$2.469.852;$2.469.852;$2.195.424;$3.293.136;1284
healthcare y life sciences.;Coordinador/a de Materia Prima;Vacio;Min;$3.397.680;$2.888.028;$3.057.912;$3.057.912;$2.718.144;$4.077.216;1284
healthcare y life sciences.;Coordinador/a de Materia Prima;Vacio;Max;$5.619.240;$4.776.354;$5.057.316;$5.057.316;$4.495.392;$6.743.088;1284
healthcare y life sciences.;Coordinador médico de planta;Vacio;Min;$2.215.026;$1.882.772;$1.993.523;$1.993.523;$1.772.021;$2.658.031;1284
healthcare y life sciences.;Coordinador médico de planta;Vacio;Max;$3.881.196;$3.299.017;$3.493.076;$3.493.076;$3.104.957;$4.657.435;1284
healthcare y life sciences.;Director Médico;Vacio;Min;$4.704.480;$3.998.808;$4.234.032;$4.234.032;$3.763.584;$5.645.376;1284
healthcare y life sciences.;Director Médico;Vacio;Max;$6.638.544;$5.642.762;$5.974.690;$5.974.690;$5.310.835;$7.966.253;1284
healthcare y life sciences.;Director Técnico;Vacio;Min;$3.024.000;$2.570.400;$2.721.600;$2.721.600;$2.419.200;$3.628.800;1284
healthcare y life sciences.;Director Técnico;Vacio;Max;$4.181.760;$3.554.496;$3.763.584;$3.763.584;$3.345.408;$5.018.112;1284
healthcare y life sciences.;Enfermero profesional;Vacio;Min;$1.144.430;$972.766;$1.029.987;$1.029.987;$915.544;$1.373.316;1284
healthcare y life sciences.;Enfermero profesional;Vacio;Max;$1.398.276;$1.188.535;$1.258.448;$1.258.448;$1.118.621;$1.677.931;1284
healthcare y life sciences.;Especialista de contenido médico;Vacio;Min;$2.809.620;$2.388.177;$2.528.658;$2.528.658;$2.247.696;$3.371.544;1284
healthcare y life sciences.;Especialista de contenido médico;Vacio;Max;$3.528.360;$2.999.106;$3.175.524;$3.175.524;$2.822.688;$4.234.032;1284
healthcare y life sciences.;Gerente Especialista en Medicina  Diagnóstica;Vacio;Min;$3.841.992;$3.265.693;$3.457.793;$3.457.793;$3.073.594;$4.610.390;1284
healthcare y life sciences.;Gerente Especialista en Medicina  Diagnóstica;Vacio;Max;$6.645.078;$5.648.316;$5.980.570;$5.980.570;$5.316.062;$7.974.094;1284
healthcare y life sciences.;Farmacéutico Auxiliar;Vacio;Min;$1.568.160;$1.332.936;$1.411.344;$1.411.344;$1.254.528;$1.881.792;1284
healthcare y life sciences.;Farmacéutico Auxiliar;Vacio;Max;$2.548.260;$2.166.021;$2.293.434;$2.293.434;$2.038.608;$3.057.912;1284
healthcare y life sciences.;Gerente de investigación clínica;Vacio;Min;$4.142.556;$3.521.173;$3.728.300;$3.728.300;$3.314.045;$4.971.067;1284
healthcare y life sciences.;Gerente de investigación clínica;Vacio;Max;$7.971.480;$6.775.758;$7.174.332;$7.174.332;$6.377.184;$9.565.776;1284
healthcare y life sciences.;Gerente de Prestaciones Médicas;Vacio;Min;$4.142.556;$3.521.173;$3.728.300;$3.728.300;$3.314.045;$4.971.067;1284
healthcare y life sciences.;Gerente de Prestaciones Médicas;Vacio;Max;$7.971.480;$6.775.758;$7.174.332;$7.174.332;$6.377.184;$9.565.776;1284
healthcare y life sciences.;Instrumentador Quirúrgico;Vacio;Min;$3.841.992;$3.265.693;$3.457.793;$3.457.793;$3.073.594;$4.610.390;1284
healthcare y life sciences.;Instrumentador Quirúrgico;Vacio;Max;$6.645.078;$5.648.316;$5.980.570;$5.980.570;$5.316.062;$7.974.094;1284
healthcare y life sciences.;Jefe de Contrataciones Médicas;Vacio;Min;$2.652.804;$2.254.883;$2.387.524;$2.387.524;$2.122.243;$3.183.365;1284
healthcare y life sciences.;Jefe de Contrataciones Médicas;Vacio;Max;$3.502.224;$2.976.890;$3.152.002;$3.152.002;$2.801.779;$4.202.669;1284
healthcare y life sciences.;Jefe de Intrumentación  quirúrgica;Vacio;Min;$1.920.996;$1.632.847;$1.728.896;$1.728.896;$1.536.797;$2.305.195;1284
healthcare y life sciences.;Jefe de Intrumentación  quirúrgica;Vacio;Max;$2.879.534;$2.447.604;$2.591.580;$2.591.580;$2.303.627;$3.455.441;1284
healthcare y life sciences.;Jefe Médico Laboral;Vacio;Min;$3.528.360;$2.999.106;$3.175.524;$3.175.524;$2.822.688;$4.234.032;1284
healthcare y life sciences.;Jefe Médico Laboral;Vacio;Max;$4.639.140;$3.943.269;$4.175.226;$4.175.226;$3.711.312;$5.566.968;1284
healthcare y life sciences.;Médico Auditor;Vacio;Min;$2.652.804;$2.254.883;$2.387.524;$2.387.524;$2.122.243;$3.183.365;1284
healthcare y life sciences.;Médico Auditor;Vacio;Max;$3.691.710;$3.137.954;$3.322.539;$3.322.539;$2.953.368;$4.430.052;1284
healthcare y life sciences.;Médico especialista;Vacio;Min;$2.352.240;$1.999.404;$2.117.016;$2.117.016;$1.881.792;$2.822.688;1284
healthcare y life sciences.;Médico especialista;Vacio;Max;$3.659.040;$3.110.184;$3.293.136;$3.293.136;$2.927.232;$4.390.848;1284
